Country,Country Code,Region,Income Group,Year,Life Expectancy,Prevalence of Undernourishment,CO2 Emissions,Health Expenditure %,Education Expenditure %,Unemployment,Injuries,Communicable Diseases,Non Communicable Diseases,GDP (Billions),Access to clean water,Population (historical estimates)
Djibouti,DJI,Middle East & North Africa,Lower middle income,2018,66.582,13.1,400.000005960,2.26254249,3.627739906,26.188999176,35176.17,250590.33,176511.42,2.913,99.842905752,1057204
Djibouti,DJI,Middle East & North Africa,Lower middle income,2019,67.112,13.1,419.999986887,1.79826784,6.569968323,26.357000351,40983.58,243553.53,181916.05,3.089,99.842905752,1073999
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2001,69.69,20.4,18980,4.88183308,1.967829943,7.260000229,331151.89,1080987.39,1343896.38,25.602,42.081680140,8669038
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,69.957,22.6,20879.999160767,4.98649025,1.914010048,6.780000210,339447.29,1026377.76,1378543.7,27.137,94.021545632,8795104
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,70.227,23.6,18729.999542236,4.38888311,1.844650030,6.940000057,356776.43,999273.18,1436364.08,21.403,94.021542789,8919857
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2004,70.499,23,17280.000686646,4.2877388,3.106114984,6.300000191,417548.18,991323.53,1506705.59,22.322,42.574598305,9043135
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,70.771,19.2,18690.000534058,4.35389185,3.106114984,6.590000153,393830.81,959580.3,1557582.1,35.778,42.764917235,9164770
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2006,71.041,16.4,20370.000839233,3.99365425,3.106114984,5.650000095,397585.33,922544.41,1598388.76,37.88,42.950117351,9284169
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,71.304,16.2,20629.999160767,4.20731974,2.046789885,5.159999847,414294.11,884046.25,1622474.83,43.965,43.129863269,9402209
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,71.559,16,20579.999923706,4.7250762,3.106114984,4.760000229,405633.2,826753.19,1637464.36,48.123,43.304205598,9522954
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,71.806,15.2,19659.999847412,5.08706808,3.106114984,5.469999790,406382.5,809201.33,1664282.07,48.261,43.472178616,9648061
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,72.046,13,20680.000305176,5.57940006,3.106114984,5.210000038,407265.64,803213.44,1688807.16,53.86,43.634738288,9775756
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,72.284,11.1,20909.999847412,5.66509867,3.106114984,6.090000153,415154.62,821367.3,1730642.5,58.03,43.778533466,9903743
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,72.523,9.8,21680.000305176,5.88520575,2.497519970,6.719999790,437914.51,843512.14,1810507.27,60.682,43.908594486,10030885
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,72.763,8.8,21290.000915527,5.76407719,3.480540037,7.349999905,456753.89,850021.46,1904988.48,62.682,44.033992587,10157054
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,73.003,8.2,21450.000762940,5.75101709,3.963769913,6.719999790,465465.5,815614.6,1971560.66,67.18,44.155022092,10282116
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,73.241,7.4,23590.000152588,5.78463221,3.816240072,7.610000134,471872.88,801652.36,2039450.77,71.165,44.271855408,10405832
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,73.471,6.8,24590.000152588,5.82760334,3.850500107,7.280000210,474502.21,784850.65,2085169.61,75.705,44.384416539,10527589
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,73.689,6.2,23549.999237060,5.83058023,3.920269966,5.829999924,464648.77,761055.21,2102180.97,79.998,44.492376810,10647247
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,73.892,6.1,25309.999465942,5.73288918,3.928489923,5.860000134,454543.48,737609.71,2120634.55,85.555,44.593961397,10765532
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,74.081,7,27229.999542236,5.929142,4.042769909,6.360000134,445925.22,718196.59,2145242.04,88.941,44.689360865,10881886
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2001,73.078,21,24250,3.75336552,4.664388266,4.25,577980.25,1127477.59,1869608.34,24.468,58.758023795,12845523
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,73.371,22.7,24170.000076294,4.4733963,4.664388266,4.897999763,628775.18,1091789.44,2005859.53,28.549,86.631838109,13070617
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,73.641,22.7,24659.999847412,5.44066668,4.664388266,5.659999847,653948.94,1053799.2,2093151.43,32.433,86.839621246,13301188
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2004,73.887,22.7,26180.000305176,5.56659126,4.664388266,5,677902.51,1017447.4,2158518.12,36.592,60.221442423,13534598
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,74.112,22.4,28219.999313354,5.59422016,4.664388266,3.779999971,715120.38,983555.77,2243594.19,41.507,60.698007175,13770015
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2006,74.319,22.8,30129.999160767,5.70302916,4.664388266,3.549999952,737072.87,959338.04,2308085.32,46.802,61.173905746,14009064
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,74.514,22.1,30639.999389648,5.33981323,4.664388266,3.140000105,759321.33,927061.36,2368365.77,51.008,61.649638180,14251838
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,74.705,21.3,31690.000534058,5.3773427,4.664388266,3.920000076,787197.87,894376.61,2428399.4,61.763,62.124712831,14496800
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,74.895,16,34500,5.6990099,4.342420101,4.610000134,788986.56,857882.16,2471501.7,62.52,62.599124475,14742768
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,75.089,12.3,37250,6.11657906,4.507430077,4.090000153,795157.6,831465.28,2522263.15,69.555,63.073125609,14989581
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,75.289,8.4,37099.998474121,6.47737551,4.726890087,3.460000038,767785.44,770988.02,2544333.76,79.277,63.538515204,15237734
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,75.495,8.8,37090.000152588,6.7622118,4.643070221,3.230000019,751515.27,747123.95,2618242.92,87.925,63.997797925,15483884
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2013,75.707,8.8,39700.000762939,6.80123425,5.004640102,3.079999924,715326.28,731246.65,2664348.28,95.13,64.456791097,15722988
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2014,75.923,8.7,41799.999237061,6.72399426,5.260990143,3.480000019,691240.72,713737.04,2695996.32,101.726,64.915256437,15957995
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2015,76.143,9,41520.000457764,7.49149466,4.998700142,3.619999886,675104.72,700293.6,2731793.75,99.29,65.373673576,16195904
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,76.365,9.7,39810.001373291,7.27991486,4.362750053,4.599999905,703670.02,697031.33,2807419.59,99.938,65.831561090,16439588
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2017,76.584,10.7,38549.999237061,7.42857885,4.614260197,3.839999914,675633.44,703318.46,2884441.89,104.296,66.181172273,16696947
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2018,76.8,11.6,40139.999389648,7.86490965,4.621459961,3.529999971,682717.5,686986.96,2943202.18,107.562,66.394698480,17015672
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2019,77.01,13.7,39290.000915527,7.81824684,4.225659847,3.809999943,698163.37,677848.36,2999085.47,108.108,66.609857135,17343742
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2001,69.162,7.2,5870,8.82467365,3.735986471,6.960000038,448029.97,387285.02,950453.19,12.283,5.580915948,5988102
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2002,69.432,7.1,5940.000057220,8.77833939,3.242840052,5.730000019,367607.48,360094.37,942136.39,12.664,5.487624457,6011278
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2003,69.68,7.9,6510.000228882,8.4062252,3.134670019,6.260000229,372630.55,358096.29,964202.93,13.244,5.674207439,6026854
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2004,69.908,8.7,6679.999828339,8.49746799,3.735986471,6.050000191,386309.91,327114.87,992703.63,13.725,5.580915948,6035653
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,70.124,9.1,6840.000152588,8.43694401,3.177850008,7.219999790,396304.86,309801.09,1009604.3,14.698,5.580915948,6037817
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2006,70.333,9.4,7239.999771118,7.92342138,3.492980003,6.570000172,389873.14,296575.6,1025903.11,16,5.580915948,6034439
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2007,70.542,9.7,7630.000114441,7.63829565,3.609849930,6.409999847,381343.63,283731.58,1028513.49,17.012,5.580915948,6044130
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,70.756,9.9,6909.999847412,7.66487646,4.458109856,5.880000114,371941.13,273764.27,1025954.67,17.987,5.580915948,6068108
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,70.978,10.2,6679.999828339,8.39771748,4.659500122,7.329999924,397834.6,273836.67,1064475.52,17.602,5.580915948,6091181
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2010,71.21,10.5,6539.999961853,8.23629189,4.048079967,4.889999866,362567.71,259492.56,1046264.66,18.448,5.580915948,6114039
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2011,71.449,10.7,6780.000209808,8.14439964,3.898540020,4.300000191,362842.74,255827.64,1073670.73,20.284,5.580915948,6137354
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2012,71.692,10.7,6769.999980927,7.53931999,3.712440014,3.839999914,518643.63,249327.78,1052337.24,21.386,5.580915948,6161293
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2013,71.935,10.7,6460.000038147,7.71839237,3.801490068,3.690000057,508822.73,249666.99,1084776.65,21.991,5.580915948,6185641
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2014,72.175,10.8,6590.000152588,7.68152761,3.824160099,4.150000095,534253.54,246858.53,1137641.21,22.593,5.580915948,6209528
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2015,72.412,10.6,7000,7.63034058,3.909879923,4,559110.27,239721.91,1151284.62,23.438,5.580915948,6231072
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2016,72.644,9.9,7170.000076294,7.70530415,3.825239897,4.420000076,362868.88,232717.39,1157377.98,24.191,5.580915948,6250513
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2017,72.872,9.2,6380.000114441,7.21280336,3.725229979,4.389999866,360505.81,224784.4,1166204.07,24.979,5.580915948,6266661
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2018,73.096,8.4,6809.999942780,7.09307051,3.605750084,4.010000229,360323.11,216761.53,1177931.02,26.021,5.580915948,6276340
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2019,73.317,8.3,7800.000190735,7.16578436,3.385159969,4.170000076,351337.99,210118.91,1195102.98,26.881,5.580915948,6280222
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2001,53.581,,3400,2.20352745,,8.567000389,28479.78,374126.82,100976.4,1.461,18.518504050,719283
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2002,53.84,,4630.000114441,2.34720826,,8.713999748,26830.14,361557.29,101166.98,1.807,18.369659197,754127
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2003,54.064,,5010.000228882,1.97840834,,8.772999763,26652.77,357418.05,103383.03,2.485,18.667348902,789690
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2004,54.263,,6199.999809265,1.66348076,,8.713000298,27500.14,351229.11,106790.06,4.411,18.518504050,826368
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2005,54.449,,8319.999694824,1.49993956,,8.753999710,32053.87,351480,110516.24,8.217,18.518504050,864740
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2006,54.638,,9369.999885559,1.51855373,,8.708999634,27882.3,339200.82,114141.89,10.087,18.518504050,905425
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,54.842,,8539.999961853,1.57114804,,8.647000313,27919.11,335206.35,116781.44,13.072,18.518504050,948820
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,55.07,,9779.999732971,1.82898772,,8.496000290,28829.63,327663.4,119101.77,19.75,18.518504050,994982
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2009,55.329,,9710.000038147,1.84398258,,8.548999786,28089.83,314071.21,122867.69,15.028,18.518504050,1043698
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2010,55.622,,9949.999809265,1.81856561,,8.817999840,28401.23,318455.36,126533.36,16.314,18.518504050,1094538
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2011,55.945,,9989.999771118,1.55349779,,8.727999687,29339.4,336207.63,132251.67,21.357,18.518504050,1144590
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2012,56.288,,9819.999694824,1.26357603,,8.612999916,29299.66,339359,135774.74,22.388,18.518504050,1193641
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2013,56.642,,9180.000305176,1.87566769,,8.512999535,28826,321323.37,137928.71,21.949,18.518504050,1243947
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2014,57.001,,7909.999847412,2.19292378,,8.482999802,29421.23,314640.68,141694.44,21.765,18.518504050,1295193
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2015,57.359,,6570.000171661,2.91533303,,8.543999672,30089.92,321990.04,146446.76,13.185,18.518504050,1346974
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2016,57.713,,6659.999847412,3.14450336,,8.628999710,31512.32,315196.88,152359.88,11.241,18.518504050,1398940
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2017,58.061,,5800.000190735,2.95976138,,8.647999763,32344.24,299884.87,157244.8,12.201,18.518504050,1450703
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2018,58.402,,6429.999828339,3.06170225,,8.623999596,33723.75,296836.15,162585.54,13.097,18.518504050,1502102
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2019,58.735,,5349.999904633,3.13503671,,8.678999901,34180.69,300814.65,167488.68,11.364,18.518504050,1553037
Eritrea,ERI,Sub-Saharan Africa,Low income,2001,55.864,,700,5.91931629,4.047160149,5.765999794,233580.91,2012790.29,641729,0.752,97.141172300,2461930
Eritrea,ERI,Sub-Saharan Africa,Low income,2002,56.5,,680.000007153,6.68851233,3.523900032,5.703000069,248898.08,2000275.25,685459.66,0.729,97.103547496,2547428
Eritrea,ERI,Sub-Saharan Africa,Low income,2003,57.191,,689.999997616,7.33703375,3.211757541,5.578999996,258439.81,2002959.67,710708.07,0.87,97.178797104,2653393
Eritrea,ERI,Sub-Saharan Africa,Low income,2004,57.932,,680.000007153,7.00984955,3.148969889,5.374000072,264725.48,1977356.35,739117.17,1.109,97.141172300,2763143
Eritrea,ERI,Sub-Saharan Africa,Low income,2005,58.707,,600.000023842,6.86417818,3.211757541,5.263999939,277294,1961413.94,757255.64,1.098,97.141172300,2831735
Eritrea,ERI,Sub-Saharan Africa,Low income,2006,59.487,,519.999980927,6.85840559,2.127000093,5.260000229,263900.48,1941086.3,773657.15,1.211,97.141172300,2880094
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,60.243,,509.999990463,5.27863026,3.211757541,5.249000072,265561.32,1915114.89,790812.6,1.318,97.141172300,2926172
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,60.952,,449.999988079,6.41520452,3.211757541,5.171999931,284417.25,1892766.34,808407.75,1.38,97.141172300,3005783
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,61.602,,469.999998808,5.38878536,3.211757541,5.244999886,266871.88,1877152.1,818499.04,1.857,97.141172300,3083900
Eritrea,ERI,Sub-Saharan Africa,Low income,2010,62.193,,500,4.92946005,3.211757541,5.494999886,266251.19,1852688.88,831262.13,1.59,97.141172300,3147733
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,62.732,,569.999992847,5.21969032,3.211757541,5.520999908,265422.96,1819263.84,843185.02,2.065,97.141172300,3207574
Eritrea,ERI,Sub-Saharan Africa,Low income,2012,63.238,,620.000004768,3.78068161,3.211757541,5.530000210,264527.12,1768767.88,858230.98,1.271,97.141172300,3252600
Eritrea,ERI,Sub-Saharan Africa,Low income,2013,63.726,,639.999985695,5.00735378,3.211757541,5.579999924,268645.77,1709201.47,875232.58,1.271,97.141172300,3296370
Eritrea,ERI,Sub-Saharan Africa,Low income,2014,64.201,,649.999976158,4.05707884,3.211757541,5.672999859,266289.21,1653687.38,889238.27,1.271,97.141172300,3323429
Eritrea,ERI,Sub-Saharan Africa,Low income,2015,64.664,,649.999976158,4.45335484,3.211757541,5.828000069,268163.3,1593183.47,908879.06,1.271,97.141172300,3340005
Eritrea,ERI,Sub-Saharan Africa,Low income,2016,65.111,,660.000026226,3.518888,3.211757541,5.901999950,271261.51,1544266.44,927075.78,1.271,97.141172300,3365288
Eritrea,ERI,Sub-Saharan Africa,Low income,2017,65.538,,720.000028610,3.72767901,3.211757541,5.942999840,270432.93,1499613.11,946177.96,1.271,97.141172300,3396933
Eritrea,ERI,Sub-Saharan Africa,Low income,2018,65.941,,850.000023842,4.12821102,3.211757541,5.947000027,273167,1457258.22,969662.21,1.271,97.141172300,3445380
Eritrea,ERI,Sub-Saharan Africa,Low income,2019,66.321,,879.999995232,4.45876694,3.211757541,5.993999958,278171.35,1421741.42,997783.91,1.271,97.141172300,3498819
Estonia,EST,Europe & Central Asia,High income,2001,70.258536585,3.6,15380,4.77708292,5.228459835,13.130000114,105615.51,30166.86,476440.3,6.255,92.008790316,1388000
Estonia,EST,Europe & Central Asia,High income,2002,70.904878049,3.5,14949.999809265,4.70043564,5.434609890,10.029999733,98588.99,28265.66,466799.52,7.368,99.387075897,1379241
Estonia,EST,Europe & Central Asia,High income,2003,71.317073171,3.3,16940.000534058,4.85959911,5.273099899,11.289999962,90757.51,26914.09,458420.82,9.874,99.422112777,1370663
Estonia,EST,Europe & Central Asia,High income,2004,71.909756098,2.9,17020.000457764,5.119555,4.876749992,10.25,84920.01,26207.89,453513.55,12.146,93.013731147,1362489
Estonia,EST,Europe & Central Asia,High income,2005,72.568292683,2.5,17229.999542236,5.05801439,4.810269833,8.029999733,80311.4,25099.05,446760.95,14.107,93.356930693,1354665
Estonia,EST,Europe & Central Asia,High income,2006,72.691463415,2.5,15979.999542236,4.76530361,5.100103462,5.909999847,77182.28,24863.9,444475.65,17.023,93.704177636,1346711
Estonia,EST,Europe & Central Asia,High income,2007,72.814634146,2.5,19979.999542236,4.98330879,4.619909763,4.590000153,75358.86,23872.72,447626.83,22.449,94.055640741,1340576
Estonia,EST,Europe & Central Asia,High income,2008,73.770731707,2.5,18399.999618530,5.71032381,5.484039783,5.449999809,66575.49,22466.14,427784.42,24.342,94.411341057,1337013
Estonia,EST,Europe & Central Asia,High income,2009,74.824390244,2.5,15050.000190735,6.51218891,5.960050106,13.550000191,60903.87,21706.49,416769.23,19.633,94.771305779,1334557
Estonia,EST,Europe & Central Asia,High income,2010,75.429268293,2.5,19000,6.27124023,5.517789841,16.709999084,54940.36,20308.76,398004.87,19.523,95.135457134,1331535
Estonia,EST,Europe & Central Asia,High income,2011,76.229268293,2.5,18170.000076294,5.7667613,5.014490128,12.329999924,54035.18,20445.82,401057.25,23.214,95.503932880,1327435
Estonia,EST,Europe & Central Asia,High income,2012,76.326829268,2.5,16889.999389648,5.79034519,4.717720032,10.020000458,52793.3,19851.54,399489.03,23.019,95.887399950,1322682
Estonia,EST,Europe & Central Asia,High income,2013,77.141463415,2.5,19319.999694824,5.97791481,4.843880177,8.630000114,48177.8,19316.26,389546.13,25.116,96.281942285,1317985
Estonia,EST,Europe & Central Asia,High income,2014,77.034146341,2.5,17940.000534058,6.08077621,4.394330025,7.349999905,47137.01,19176.07,393340.21,26.634,96.675419583,1314531
Estonia,EST,Europe & Central Asia,High income,2015,77.590243902,2.5,15539.999961853,6.34629202,5.144189835,6.190000057,44831.21,18685.71,386097.76,22.891,96.846096745,1314658
Estonia,EST,Europe & Central Asia,High income,2016,77.641463415,2.5,15989.999771118,6.42956781,5.157639980,6.760000229,44527.39,18520.08,392396.89,24.073,96.877943153,1315928
Estonia,EST,Europe & Central Asia,High income,2017,78.092682927,2.5,16709.999084473,6.59183788,4.961319923,5.760000229,45156.52,18159.77,392883.17,26.924,96.910048059,1317550
Estonia,EST,Europe & Central Asia,High income,2018,78.243902439,2.5,15319.999694824,6.68642807,5.263209820,5.369999886,45313.44,17849.5,393384.16,30.625,96.942750484,1322146
Estonia,EST,Europe & Central Asia,High income,2019,78.646341463,2.5,10180.000305176,6.7304492,5.100103462,4.449999809,44911.04,17540.08,393304.6,31.082,96.976010452,1327039
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2001,45.799,10.5,610,5.13895321,4.838240147,24.829000473,65303.13,725190.42,180150.72,1.542,99.423215942,1041400
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2002,44.41,9.7,620.000004768,5.5229826,4.440869808,25.361000061,66442.65,777525.31,188813.34,1.432,99.416945432,1050818
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2003,43.372,8.3,629.999995232,6.37864399,5.816770077,25.944000244,68970.61,829308.94,195241.76,2.198,99.429486451,1058808
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2004,42.731,8.4,629.999995232,6.81432486,5.401609898,26.523000717,71871.57,866754.52,199279.46,2.77,99.423215942,1065776
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2005,42.518,9.2,660.000026226,7.37623358,6.484620094,27.065000534,71512.25,861519.88,201412.21,3.178,99.423215942,1071895
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2006,42.733,10.2,649.999976158,7.82560015,6.554759979,27.639999390,71455.83,826069.19,200954.49,3.291,99.423215942,1077747
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2007,43.308,10.7,660.000026226,7.93004131,5.932053149,28.239999771,72277.56,800187.02,201471.97,3.469,99.423215942,1084015
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,44.17,10.9,629.999995232,8.85792923,6.618120193,27.679000854,72788,776399.29,202241.09,3.294,99.423215942,1089885
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2009,45.275,15,699.999988079,8.63292217,6.471350193,27.052000046,72787.43,743931.8,202749.06,3.58,99.423215942,1094890
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2010,46.601,17.6,649.999976158,8.59125805,6.118370056,26.406000137,72061.52,675840.86,201230.17,4.439,99.423215942,1099926
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2011,48.141,19.3,660.000026226,8.46997261,6.864329815,25.811000824,71381.46,606333.78,199356.74,4.82,99.423215942,1105379
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2012,49.862,16.2,680.000007153,7.82028151,5.932053149,25.149000168,71010.85,570250.01,199316.31,4.887,99.423215942,1111453
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2013,51.699,13.8,750,7.45686579,5.932053149,24.549999237,69997.78,530112.9,199198.18,4.598,99.423215942,1118329
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2014,53.569,12.7,750,7.25702429,7.070590019,23.965999603,70299.66,487089.16,199556.33,4.423,99.423215942,1125872
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2015,55.359,12.8,769.999980927,7.05950689,5.355750084,23.329000473,69806.37,448878.94,199981.93,4.063,99.423215942,1133941
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2016,56.962,13,839.999973774,6.82044792,5.414669991,22.719999313,68127.26,417776.24,200407.52,3.816,99.423215942,1142529
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2017,58.319,12.4,889.999985695,6.98103666,6.138090134,22.753000259,68254.91,392042.64,201967.46,4.403,99.423215942,1151397
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2018,59.401,11.8,910.000026226,7.2573719,5.679160118,22.791999817,68271.65,371374.33,204483.34,4.667,99.423215942,1160430
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2019,60.194,11.1,959.999978542,6.78069067,5.645549774,22.836999893,68250.79,360728.37,207847.38,4.466,99.423215942,1169620
Ethiopia,ETH,Sub-Saharan Africa,Low income,2001,52.595,47,4400,4.72316694,3.700289965,3.303999901,3185985.43,46614051.59,10875042.5,8.231,5.427535110,69018936
Ethiopia,ETH,Sub-Saharan Africa,Low income,2002,53.349,44.2,4570.000171661,4.7126298,3.632450104,3.130000114,3211296.39,45180580.57,10885862.35,7.851,92.339773792,71073224
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,54.211,42.6,5019.999980927,4.89970922,4.884828647,2.941999912,3153982.99,44122076.1,10876685.74,8.624,92.674685500,73168848
Ethiopia,ETH,Sub-Saharan Africa,Low income,2004,55.174,39,5329.999923706,4.31281853,4.884828647,2.693000078,3071688.17,42697369.22,10877287.26,10.131,5.976074928,75301024
Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,56.223,37.1,5050.000190735,4.10098124,4.884828647,2.5,3104046.1,40790843.51,11007525.3,12.401,6.192946534,77469944
Ethiopia,ETH,Sub-Saharan Africa,Low income,2006,57.334,35.6,5400.000095367,4.45757294,5.490960121,2.470000029,3121041.71,39064031.86,11025848.3,15.281,6.427056812,79691056
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,58.467,35,5960.000038147,5.00128365,5.451129913,2.434999943,3082036.09,36988493.05,11102211.98,19.708,6.683616939,81996184
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,59.581,33.5,6489.999771118,4.28063917,5.408199787,2.405999899,3020285.75,35060164.26,11164764.8,27.067,7.018839912,84357104
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,60.645,28.5,6530.000209808,4.64983416,4.422070026,2.380000114,3047373.39,33446873.58,11190496.84,32.437,7.371676315,86755584
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,61.627,24.7,6469.999790192,5.46637249,4.496590137,2.338999987,2922804.32,31853490.97,11192274.62,29.934,7.742936504,89237800
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,62.505,20.9,7539.999961853,4.46897888,5.485760212,2.312000036,2868780.28,30193812.97,11354780.29,31.953,8.131653340,91817936
Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,63.281,19.4,8479.999542236,4.53959608,5.566780090,2.286999941,2822539.39,28896006.08,11433835.45,43.311,8.538261222,94451280
Ethiopia,ETH,Sub-Saharan Africa,Low income,2013,63.961,17.7,10079.999923706,4.07506514,4.498549938,2.25,2729926.96,27856067.8,11553683.41,47.648,8.955855426,97084376
Ethiopia,ETH,Sub-Saharan Africa,Low income,2014,64.547,15.9,12340.000152588,4.03363609,4.602019787,2.262000084,2743703.69,26644753.5,11853944.35,55.612,9.390484613,99746768
Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,65.048,14.8,12890.000343323,3.82317114,4.737919807,2.273999929,2738822.83,25713232.62,12011987.27,64.589,9.841514787,102471896
Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,65.482,14.4,14970.000267029,3.60033059,5.061510086,2.288000107,2851050.31,24764043.94,12236105.64,74.297,10.308997223,105293232
