Country,Country.Code,Region,Income.Group,Year,le,po_und,co2,hexp,edu,Unemployment,Injuries,comm_dis,non_comm_dis,gdp_bill,acc_wtr,avg_le,avg_po_und,avg_co2,avg_hexp,avg_edu,avg_comm_dis,avg_non_comm_dis,avg_gdp_bill,avg_acc_wtr,europe_region,EU_member,population
Cyprus,CYP,Europe & Central Asia,High income,2018,80.828,2.5,7199.999809265,6.77018547,6.281675607,8.369999886,30456.65,11564.29,269323.42,25.597,99.741113801,79.489421053,4.336842105,7496.842095224,6.205642599,6.28167560694737,10956.187368421,232700.473157895,21.635263158,97.898382541,Southern Europe,1,1218834
Cyprus,CYP,Europe & Central Asia,High income,2019,80.982,2.5,7190.00005722,7.00903225,6.281675607,7.070000172,31860.45,11705.26,277136.75,25.945,99.765192363,79.489421053,4.336842105,7496.842095224,6.205642599,6.28167560694737,10956.187368421,232700.473157895,21.635263158,97.898382541,Southern Europe,1,1228840
Denmark,DNK,Europe & Central Asia,High income,2001,76.792682927,2.5,54250,8.44832611,8.215450287,4.159999847,147748.82,69511.12,1523352.52,164.791,94.021545008,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5360753
Denmark,DNK,Europe & Central Asia,High income,2002,76.895121951,2.5,53840.000152588,8.70251179,8.213029861,4.269999981,144992.24,71415.95,1522892.43,178.635,96.992078715,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5378700
Denmark,DNK,Europe & Central Asia,High income,2003,77.143902439,2.5,59229.999542236,8.9036293,8.121930122,5.400000095,141177.22,73593.94,1509079.49,218.097,96.992078715,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5396355
Denmark,DNK,Europe & Central Asia,High income,2004,77.492682927,2.5,53729.999542236,9.00743198,8.207630157,5.199999809,136977.38,73840.95,1494050.34,251.375,94.418449325,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5415583
Denmark,DNK,Europe & Central Asia,High income,2005,77.843902439,2.5,50200.000762939,9.0905695,8.085570335,4.829999924,132813.09,73621.14,1477458.19,264.467,94.81535324,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5436314
Denmark,DNK,Europe & Central Asia,High income,2006,78.095121951,2.5,58130.001068115,9.16879559,7.729909897,3.900000095,130615.24,73067.66,1479190.31,282.886,95.212264165,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5457863
Denmark,DNK,Europe & Central Asia,High income,2007,78.195121951,2.5,53409.999847412,9.3251543,7.615600109,3.799999952,129753.19,74762.76,1479156.4,319.423,95.609168822,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5479722
Denmark,DNK,Europe & Central Asia,High income,2008,78.446341463,2.5,50130.001068115,9.51134396,7.4760499,3.680000067,127265.2,74767.94,1469879.78,353.359,96.006074901,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5502752
Denmark,DNK,Europe & Central Asia,High income,2009,78.597560976,2.5,47930.000305176,10.67432022,8.448880196,6.409999847,123016.86,74563.22,1467776.06,321.243,96.40297241,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5526455
Denmark,DNK,Europe & Central Asia,High income,2010,79.1,2.5,48119.998931885,10.33315945,8.559550285,7.75,119178.93,74074.82,1459483,321.995,96.799879222,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5550850
Denmark,DNK,Europe & Central Asia,High income,2011,79.8,2.5,43099.998474121,10.15291023,8.48486042,7.769999981,116817.14,72677.14,1442636.22,344.003,97.196786373,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5576016
Denmark,DNK,Europe & Central Asia,High income,2012,80.051219512,2.5,38220.001220703,10.24135303,7.237820148,7.800000191,114101.92,72074.12,1436730.83,327.149,97.593687158,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5600955
Denmark,DNK,Europe & Central Asia,High income,2013,80.3,2.5,39959.999084473,10.16958141,8.494429588,7.380000114,112636.77,72050.86,1434026.1,343.584,97.990593824,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5625393
Denmark,DNK,Europe & Central Asia,High income,2014,80.7,2.5,35819.999694824,10.17190456,7.634850025,6.929999828,112363.06,71563.21,1430545.73,352.994,98.38750014,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5650654
Denmark,DNK,Europe & Central Asia,High income,2015,80.702439024,2.5,33700.000762939,10.22716618,7.941923827,6.28000021,112427.33,71435.01,1434723.45,302.673,98.784409641,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5677795
Denmark,DNK,Europe & Central Asia,High income,2016,80.853658537,2.5,35319.999694824,10.14456177,7.941923827,5.989999771,115145.74,71674.47,1451897.79,313.116,99.181309044,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5706856
Denmark,DNK,Europe & Central Asia,High income,2017,81.102439024,2.5,33130.001068115,10.03963375,7.752439976,5.829999924,117724.08,71965.1,1469118.18,332.121,99.578217419,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5737286
Denmark,DNK,Europe & Central Asia,High income,2018,80.953658537,2.5,33130.001068115,10.0707159,6.792779922,5.130000114,119128.15,72329.11,1488290.28,356.841,99.918831133,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5766689
Denmark,DNK,Europe & Central Asia,High income,2019,81.451219512,2.5,29700.00076294,9.95583057,7.941923827,5.019999981,120229.35,72914.52,1508210.76,346.499,99.918830348,79.185109114,2.5,44792.105423777,9.702047347,7.94192382678947,72731.738947368,1472552.51894737,299.750052632,97.148422611,Northern Europe,1,5795879
Estonia,EST,Europe & Central Asia,High income,2001,70.258536585,3.6,15380,4.77708292,5.228459835,13.130000114,105615.51,30166.86,476440.3,6.255,92.008790316,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1388000
Estonia,EST,Europe & Central Asia,High income,2002,70.904878049,3.5,14949.999809265,4.70043564,5.43460989,10.029999733,98588.99,28265.66,466799.52,7.368,99.387075897,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1379241
Estonia,EST,Europe & Central Asia,High income,2003,71.317073171,3.3,16940.000534058,4.85959911,5.273099899,11.289999962,90757.51,26914.09,458420.82,9.874,99.422112777,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1370663
Estonia,EST,Europe & Central Asia,High income,2004,71.909756098,2.9,17020.000457764,5.119555,4.876749992,10.25,84920.01,26207.89,453513.55,12.146,93.013731147,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1362489
Estonia,EST,Europe & Central Asia,High income,2005,72.568292683,2.5,17229.999542236,5.05801439,4.810269833,8.029999733,80311.4,25099.05,446760.95,14.107,93.356930693,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1354665
Estonia,EST,Europe & Central Asia,High income,2006,72.691463415,2.5,15979.999542236,4.76530361,5.100103462,5.909999847,77182.28,24863.9,444475.65,17.023,93.704177636,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1346711
Estonia,EST,Europe & Central Asia,High income,2007,72.814634146,2.5,19979.999542236,4.98330879,4.619909763,4.590000153,75358.86,23872.72,447626.83,22.449,94.055640741,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1340576
Estonia,EST,Europe & Central Asia,High income,2008,73.770731707,2.5,18399.99961853,5.71032381,5.484039783,5.449999809,66575.49,22466.14,427784.42,24.342,94.411341057,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1337013
Estonia,EST,Europe & Central Asia,High income,2009,74.824390244,2.5,15050.000190735,6.51218891,5.960050106,13.550000191,60903.87,21706.49,416769.23,19.633,94.771305779,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1334557
Estonia,EST,Europe & Central Asia,High income,2010,75.429268293,2.5,19000,6.27124023,5.517789841,16.709999084,54940.36,20308.76,398004.87,19.523,95.135457134,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1331535
Estonia,EST,Europe & Central Asia,High income,2011,76.229268293,2.5,18170.000076294,5.7667613,5.014490128,12.329999924,54035.18,20445.82,401057.25,23.214,95.50393288,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1327435
Estonia,EST,Europe & Central Asia,High income,2012,76.326829268,2.5,16889.999389648,5.79034519,4.717720032,10.020000458,52793.3,19851.54,399489.03,23.019,95.88739995,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1322682
Estonia,EST,Europe & Central Asia,High income,2013,77.141463415,2.5,19319.999694824,5.97791481,4.843880177,8.630000114,48177.8,19316.26,389546.13,25.116,96.281942285,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1317985
Estonia,EST,Europe & Central Asia,High income,2014,77.034146341,2.5,17940.000534058,6.08077621,4.394330025,7.349999905,47137.01,19176.07,393340.21,26.634,96.675419583,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1314531
Estonia,EST,Europe & Central Asia,High income,2015,77.590243902,2.5,15539.999961853,6.34629202,5.144189835,6.190000057,44831.21,18685.71,386097.76,22.891,96.846096745,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1314658
Estonia,EST,Europe & Central Asia,High income,2016,77.641463415,2.5,15989.999771118,6.42956781,5.15763998,6.760000229,44527.39,18520.08,392396.89,24.073,96.877943153,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1315928
Estonia,EST,Europe & Central Asia,High income,2017,78.092682927,2.5,16709.999084473,6.59183788,4.961319923,5.760000229,45156.52,18159.77,392883.17,26.924,96.910048059,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1317550
Estonia,EST,Europe & Central Asia,High income,2018,78.243902439,2.5,15319.999694824,6.68642807,5.26320982,5.369999886,45313.44,17849.5,393384.16,30.625,96.942750484,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1322146
Estonia,EST,Europe & Central Asia,High income,2019,78.646341463,2.5,10180.000305176,6.7304492,5.100103462,4.449999809,44911.04,17540.08,393304.6,31.082,96.976010452,74.917650834,2.673684211,16631.052513123,5.745127626,5.10010346242105,22074.546842105,419899.754736842,20.331473684,95.693058251,Northern Europe,1,1327039
Finland,FIN,Europe & Central Asia,High income,2001,77.965853659,2.5,61090,7.25090408,5.840250015,10.289999962,222105.62,66976.25,1324448.51,129.533,94.207396194,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5188007
Finland,FIN,Europe & Central Asia,High income,2002,78.119512195,2.5,63439.998626709,7.62769508,6.0167799,10.420000076,220738.86,63244.43,1329373.95,140.404,23.214361203,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5200588
Finland,FIN,Europe & Central Asia,High income,2003,78.368292683,2.5,71709.999084473,7.93805122,6.167439938,10.470000267,220248.89,59645.87,1334916.7,171.652,23.525078564,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5212991
Finland,FIN,Europe & Central Asia,High income,2004,78.714634146,2.5,67680.000305176,8.05912876,6.157579899,10.359999657,222200.16,55255.78,1342822.28,197.479,95.39860614,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5228143
Finland,FIN,Europe & Central Asia,High income,2005,78.817073171,2.5,55459.999084473,8.28795624,6.02507019,8.380000114,220259.91,50383.55,1349234.33,204.885,95.79567353,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5246070
Finland,FIN,Europe & Central Asia,High income,2006,79.214634146,2.5,67019.996643066,8.2841177,5.928380013,7.71999979,218229.21,46688.18,1351687.18,217.089,96.192740919,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5266249
Finland,FIN,Europe & Central Asia,High income,2007,79.263414634,2.5,65099.998474121,8.08359337,5.67125988,6.849999905,217567.67,45055.17,1363762.9,256.378,96.58981157,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5288694
Finland,FIN,Europe & Central Asia,High income,2008,79.568292683,2.5,56659.999847412,8.34310627,5.83010006,6.369999886,212977.4,43164.81,1369732.99,285.716,96.986874829,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5313358
Finland,FIN,Europe & Central Asia,High income,2009,79.719512195,2.5,54180.000305176,9.16122246,6.459559917,8.25,208306.53,41667.16,1378925.33,253.498,97.383945069,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5338813
Finland,FIN,Europe & Central Asia,High income,2010,79.870731707,2.5,62529.998779297,9.14202785,6.504449844,8.390000343,203753.61,40718.86,1386952.68,249.424,97.781011364,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5363279
Finland,FIN,Europe & Central Asia,High income,2011,80.470731707,2.5,55119.998931885,9.22303009,6.445049763,7.78000021,197412.09,39712.07,1389221.96,275.604,98.178081469,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5388173
Finland,FIN,Europe & Central Asia,High income,2012,80.626829268,2.5,49409.999847412,9.5857954,7.148039818,7.690000057,191037.89,39019.09,1395633.34,258.29,98.575154427,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5413865
Finland,FIN,Europe & Central Asia,High income,2013,80.975609756,2.5,50189.998626709,9.80534649,7.124040127,8.18999958,185091.53,37508.44,1399918.3,271.362,98.972220848,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5438873
Finland,FIN,Europe & Central Asia,High income,2014,81.180487805,2.5,46159.999847412,9.78115082,7.102369785,8.659999847,179544.94,37415.44,1401496.01,274.863,99.36929047,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5461436
Finland,FIN,Europe & Central Asia,High income,2015,81.480487805,2.5,42819.999694824,9.64523888,7.032080173,9.380000114,174898.77,36570.47,1402720.88,234.534,99.630626045,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5479457
Finland,FIN,Europe & Central Asia,High income,2016,81.429268293,2.5,45700.000762939,9.37796021,6.851530075,8.819999695,175853.25,36679.32,1415176.59,240.771,99.631871579,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5495217
Finland,FIN,Europe & Central Asia,High income,2017,81.631707317,2.5,43020.000457764,9.12670135,6.363110065,8.640000343,177508.98,37107.98,1428930.64,255.648,99.633128657,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5508146
Finland,FIN,Europe & Central Asia,High income,2018,81.734146341,2.5,44580.001831055,9.03608513,6.275420189,7.360000134,176835.77,37528.11,1441475.16,275.708,99.634547828,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5515465
Finland,FIN,Europe & Central Asia,High income,2019,81.982926829,2.5,40709.999084473,9.15348339,6.385694981,6.690000057,174896.2,38136.21,1457999.01,268.515,99.636151982,80.059691913,2.5,54872.631064967,8.78487341,6.38569498063158,44867.220526316,1382338.35473684,234.808052632,90.017714352,Northern Europe,1,5521539
France,FRA,Europe & Central Asia,High income,2001,79.158536585,2.5,376730,9.70562744,5.429384947,8.609999657,2204469.1,837070.94,14213905.67,1377.66,97.352358065,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,59014776
France,FRA,Europe & Central Asia,High income,2002,79.26097561,2.5,371019.989013672,10.02218628,5.429384947,8.699999809,2178503.37,824698.17,14307987.63,1501.41,39.430839156,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,59372784
France,FRA,Europe & Central Asia,High income,2003,79.114634146,2.5,376709.991455078,10.08283329,5.429384947,8.31000042,2165435.09,823391.3,14368533.91,1844.54,39.530019652,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,59728260
France,FRA,Europe & Central Asia,High income,2004,80.163414634,2.5,377790.008544922,10.16429329,5.429384947,8.909999847,2078906.62,798311.57,14205478.59,2119.63,97.466174664,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,60108436
France,FRA,Europe & Central Asia,High income,2005,80.163414634,2.5,380660.003662109,10.2148447,5.429384947,8.489999771,2062509.51,788320.25,14259166.56,2196.95,97.587793591,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,60510080
France,FRA,Europe & Central Asia,High income,2006,80.812195122,2.5,371549.987792969,10.38566494,5.429384947,8.449999809,2038027.61,783347.76,14276387.78,2320.54,97.710211801,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,60919152
France,FRA,Europe & Central Asia,High income,2007,81.112195122,2.5,362829.986572266,10.31564426,5.429384947,7.659999847,2013933.14,777247.09,14312615.27,2660.59,97.833448868,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,61329380
France,FRA,Europe & Central Asia,High income,2008,81.214634146,2.5,357989.990234375,10.50084686,5.429384947,7.059999943,2008070.64,779513.6,14414624.26,2930.3,97.957457742,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,61721004
France,FRA,Europe & Central Asia,High income,2009,81.414634146,2.5,343730.010986328,11.28756237,5.429384947,8.739999771,2012789.44,776699.35,14510653.98,2700.89,98.082257135,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,62093300
France,FRA,Europe & Central Asia,High income,2010,81.663414634,2.5,347779.998779297,11.22560215,5.429384947,8.869999886,2001325.5,770606.29,14550144.65,2645.19,98.207849779,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,62444568
France,FRA,Europe & Central Asia,High income,2011,82.114634146,2.5,335140.014648438,11.18497658,5.429384947,8.81000042,1973238.44,756829.57,14590199.3,2865.16,98.334261542,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,62775272
France,FRA,Europe & Central Asia,High income,2012,81.968292683,2.5,338420.013427734,11.29740047,5.429384947,9.399999619,1938548.1,760694.86,14667303.24,2683.67,98.461490552,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,63071412
France,FRA,Europe & Central Asia,High income,2013,82.219512195,2.5,338559.997558594,11.41635036,5.429384947,9.920000076,1906190.34,760543.86,14698198.58,2811.88,98.5895541,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,63335180
France,FRA,Europe & Central Asia,High income,2014,82.719512195,2.5,306100.006103516,11.54441643,5.429384947,10.289999962,1878083.26,747847.16,14698369.42,2855.96,98.718446824,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,63588496
France,FRA,Europe & Central Asia,High income,2015,82.32195122,2.5,311299.987792969,11.4475565,5.429384947,10.350000381,1909829.03,761851.3,14904272.39,2439.19,98.848198032,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,63809768
France,FRA,Europe & Central Asia,High income,2016,82.573170732,2.5,313920.013427734,11.47163677,5.429384947,10.050000191,1880594.38,757347.53,14866292.63,2472.96,98.978790032,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,63989320
France,FRA,Europe & Central Asia,High income,2017,82.575609756,2.5,317829.986572266,11.33276176,5.451600075,9.409999847,1889770.76,756973.25,15034474.26,2595.15,99.110247762,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,64144092
France,FRA,Europe & Central Asia,High income,2018,82.675609756,2.5,307049.987792969,11.18583012,5.407169819,9.020000458,1911053.39,758017.04,15156654.55,2790.96,99.242556901,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,64277812
France,FRA,Europe & Central Asia,High income,2019,82.826829268,2.5,300519.989013672,11.05747223,5.429384947,8.409999847,1973126.7,758581.72,15334917.58,2728.87,99.375737981,81.372272144,2.5,343980.524388364,10.833868779,5.429384947,777783.821578947,14598430.5394737,2449.552631579,92.148299694,Western Europe,1,64399760
Georgia,GEO,Europe & Central Asia,Upper middle income,2001,70.065,7.7,3520,7.16950893,2.137500048,11.159999847,146593.82,206455.21,1423122.16,3.219,64.062831838,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,4144485
Georgia,GEO,Europe & Central Asia,Upper middle income,2002,70.22,5.9,2960.000038147,7.81474257,2.235019922,12.590000153,152811.17,194954.29,1451966.95,3.396,99.999997433,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,4061127
Georgia,GEO,Europe & Central Asia,Upper middle income,2003,70.349,4.8,3160.000085831,8.02952862,2.065599918,11.510000229,139004.93,182085.38,1446778.53,3.991,99.999996438,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,4017826
Georgia,GEO,Europe & Central Asia,Upper middle income,2004,70.451,4.1,3369.999885559,8.08910847,2.914200068,12.619999886,138984.82,173293.38,1439037.26,5.125,64.651252114,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3988861
Georgia,GEO,Europe & Central Asia,Upper middle income,2005,70.538,4.1,4239.999771118,8.07734108,2.484319925,13.81000042,140712.61,163212.97,1404204.32,6.411,64.901843529,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3961183
Georgia,GEO,Europe & Central Asia,Upper middle income,2006,70.635,4,4699.999809265,7.63208055,3.00364995,13.569999695,141156.11,151701.12,1374178.72,7.745,65.15195523,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3933866
Georgia,GEO,Europe & Central Asia,Upper middle income,2007,70.765,4,5630.000114441,7.4351778,2.696870089,13.279999733,141254.59,145433.15,1340657.21,10.173,65.401585696,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3906476
Georgia,GEO,Europe & Central Asia,Upper middle income,2008,70.946,3.6,4840.000152588,8.44467163,2.919549942,17.870000839,182084.82,142683.38,1338675.08,12.795,65.650248592,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3879701
Georgia,GEO,Europe & Central Asia,Upper middle income,2009,71.18,5,5619.999885559,9.56681633,3.222379923,20.709999084,151567.36,138845.93,1347172.87,10.767,65.897950719,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3855203
Georgia,GEO,Europe & Central Asia,Upper middle income,2010,71.46,6.7,5320.000171661,9.07341194,2.803649902,20.200000763,149699.88,131901.06,1339635.97,12.243,66.145175082,71.713631579,6.410526316,6402.105194393,7.864706014,2.86906576163158,137672.241052632,1325685.51526316,11.772842105,69.906593819,Central and Eastern Europe,0,3836834
